name,size,location,best time to collect
Violet Tree,9m31cm2mm,alap5,
Peach Tree,11m54cm8mm,alap4,
Heartful Tree,11m54cm8mm,alap4,
Purple Tree,11m54cm8mm,alap4,
Wide Tree,27m32cm,alap5,
Butterfly Tree,20m40cm5mm,alap5,
,,,
Savanna Tree,10m33cm3mm,racetrack,
Palm Tree,6m44cm4mm,friends,
Cherry Tree,10m38cm,alap5,
Peach Tree,13m55cm7mm,afap5,
White Birch,10m18cm7mm,alap5,
Conifer,22m7mm,alap5,
Winter Conifer,14m1cm7mm,alap5,
Dark Conifer,22m7mm,afap5,
,,,
Small Tree,4m18cm,alap3,
Medium Tree,8m1cm8mm,friends,
Regular Tree,9m48cm3mm,racetrack,
Boulevard Tree,8m10cm4mm,racetrack,
Big Tree,16m96cm5mm,alap5,
Huge Tree,18m64cm,alap4,
Gigantic Tree,38m54cm3mm,alap5,
Jurassic Tree,39m72cm6mm,alap5,
,,,
Bamboo,7m43cm7mm,friends,
Tree,11m80cm4mm,alap4,
Mushroom,56cm8mm,campfire small,
Gigantic Mushroom,1m30cm,friends,
Fairy Mushroom,1m26cm2mm,campfire small,
Flat Mushroom,1m63cm,campfire small,
Mushroom (L),11m62cm,alap4,
Mushroom (XXXL),409m68cm4mm,afap5,
,,,
7g. People & Places,,,
,,,
Believe Town,58m90cm6mm,alap5,
C'mon Town,57m88cm7mm,alap5,
Hello Town,57m8mm,alap5,
Uguisu Town,22m67cm2mm,alap5,
Hototogisu Town,22m67cm2mm,alap5,
Japanese People,7m,alap4,
People,9m87cm6mm,alap5,
Everyone,12m,alap5,
,,,
Wild Town,39m56cm4mm,alap5,
Good Town,39m56cm4mm,alap5,
Surprise Town,38m70cm2mm,alap5,
Dog Town,38m70cm2mm,alap5,
Sea Breeze Town,295m32cm5mm,alap5,
Eel City,295m97cm2mm,alap5,
Scallop City,273m64cm1mm,alap5,
Plankton City,296m55cm1mm,alap5,
,,,
Fish City,275m47cm8mm,alap5,
Splash City,296m68cm8mm,alap5,
Penguin City,283m1cm,alap5,
Future City,409m,alap5,
Cyber City,290m77cm7mm,alap5,
Techno City,269m84cm6mm,alap5,
Whale City,479m6cm5mm,alap5,
Seagull Town,464m20cm1mm,alap5,
,,,
Surf Beach,439m47cm4mm,alap5,
Bulbul Dock,462m2cm7mm,alap5,
Piece of England,493m19cm4mm,alap5,
Piece of Europe,707m7mm,alap5,
Piece of Europe,466m15cm8mm,alap5,
Piece of India,683m26cm7mm,alap5,
Piece of West Asia,718m62cm8mm,alap5,
Piece of East Asia,723m6cm8mm,alap5,
,,,
New York Area,697m58cm8mm,alap5,
The Wild West,710m55cm4mm,alap5,
US West Coast,734m58cm4mm,alap5,
,,,
7h. Antique,,,
,,,
Haniwa,35cm2mm,"alap2, underwater",
Clay Figure,1m9cm6mm,underwater,
Trojan Horse,20m85cm7mm,alap5,
Coffin,2m11cm2mm,cowbear,
Mummy,1m78cm2mm,just right medium,
Caveman,1m90cm4mm,snow,
Nautilus,56cm2mm,underwater,
Coelacanth,2m36cm9mm,alap4,
,,,
Pteranodon,81m55cm,alap5,
Tyrannosaurus Rex,150m5mm,alap5,
Stegosaurus,163m3cm,alap5,
Brontosaurus,238m20cm5mm,alap5,
Mammoth,6m91cm3mm,snow,
Jumbo Mammoth,300m33cm3mm,afap5,
,,,
7i. Sightseeing,,,
,,,
L'Arc de Triomphe,66m72cm2mm,alap5,
Eiffel Tower,96m12cm4mm,alap5,
Leaning Tower of Pisa,56m8mm,afap5,
Croissant Building,26m35cm7mm,alap5,
Foie Gras Building,25m50cm1mm,alap5,
Castella Building,25m50cm1mm,alap5,
Champagne Building,28m28cm,alap5,
Olive Building,28m28cm,alap5,
,,,
Stonehenge,11m89cm2mm,alap5,
London Bridge,72m23cm8mm,alap5,
Big Ben,68m78cm8mm,alap5,
Houses of Parliament,129m86cm4mm,alap5,
Mouth of Truth,19m80cm4mm,alap5,
Colosseum,99m88cm7mm,alap5,
Parthenon Column,11m97cm,alap5,
Parthenon,64m21cm8mm,alap5,
,,,
Windmill,22m91cm2mm,alap5,
Saint Vasily Church,888m88cm8mm,alap5,
Sphinx,81m65cm7mm,alap5,
Pyramid,58m31cm4mm,alap5,
Big Pyramid,103m4cm8mm,alap5,
Statue of Liberty,87m40cm3mm,alap5,
Golden Gate Bridge,379m54cm5mm,alap5,
Golden Gate,379m54cm5mm,alap5,
,,,
George,66m51cm8mm,alap5,
Thomas,66m42cm,alap5,
Theodore,66m47cm9mm,alap5,
Abraham,66m23cm7mm,alap5,
Bear,59m37cm8mm,afap5,
The White House,77m66cm,alap5,
Moai,27m80cm,alap5,
Stylish Moai,29m12cm4mm,alap5,
,,,
Nazca Line,96m90cm4mm,alap5,
Nazca Line,78m10cm5mm,alap5,
Nazca Line,93m67cm4mm,alap5,
Machu Picchu,190m48cm5mm,alap5,
Merlion,18m76cm4mm,alap5,
Taj Mahal,88m76cm4mm,alap5,
Taj Mahal Pillar,27m7cm1mm,alap5,
Angkor Wat,63m41cm4mm,alap5,
,,,
Petronas Twin Tower,999m99cm9mm,alap5,
Great Wall of China,82m5cm5mm,alap5,
Great Wall of China,82m5cm3mm,alap5,
Great Wall of China,82m5cm7mm,alap5,
Great Wall of China,82m5cm9mm,alap5,
Southern Gate,37m43cm1mm,alap5,
Big Fire Kanji,51m10cm2mm,alap5,
Big Buddha,59m52cm2mm,alap5,
,,,
Five-Story Pagoda,37m42cm3mm,alap5,
Diet Building,45m55cm1mm,alap5,
Osaka Castle,50m8cm2mm,afap5,
Burial Mound,523m48cm8mm,alap5,
,,,
7j. The World,,,
,,,
7ja. America,,,
,,,
United States of America,"It's really, really big. Not even humans can move it.",countries,
Antigua and Barbuda,"It's really, really big. Not even humans can move it.",countries,
El Salvador,"It's really, really big. Not even humans can move it.",countries,
Canada,"It's really, really big. Not even humans can move it.",countries,
Cuba,"It's really, really big. Not even humans can move it.",countries,
Guatemala,"It's really, really big. Not even humans can move it.",countries,
Grenada,"It's really, really big. Not even humans can move it.",countries,
Costa Rica,"It's really, really big. Not even humans can move it.",countries,
,,,
Jamaica,"It's really, really big. Not even humans can move it.",countries,
Saint Kitts and Nevis,"It's really, really big. Not even humans can move it.",countries,
Saint Vincent and the Grenadines,"It's really, really big. Not even humans can move it.",countries,
Saint Lucia,"It's really, really big. Not even humans can move it.",countries,
Dominica,"It's really, really big. Not even humans can move it.",countries,
Dominican Republic,"It's really, really big. Not even humans can move it.",countries,
Trinidad and Tobago,"It's really, really big. Not even humans can move it.",countries,
Nicaragua,"It's really, really big. Not even humans can move it.",countries,
,,,
Haiti,"It's really, really big. Not even humans can move it.",countries,
Panama,"It's really, really big. Not even humans can move it.",countries,
Bahamas,"It's really, really big. Not even humans can move it.",countries,
Barbados,"It's really, really big. Not even humans can move it.",countries,
Belize,"It's really, really big. Not even humans can move it.",countries,
Honduras,"It's really, really big. Not even humans can move it.",countries,
Mexico,"It's really, really big. Not even humans can move it.",countries,
Argentina,"It's really, really big. Not even humans can move it.",countries,
,,,
Uruguay,"It's really, really big. Not even humans can move it.",countries,
Ecuador,"It's really, really big. Not even humans can move it.",countries,
Ghana,"It's really, really big. Not even humans can move it.",countries,
Colombia,"It's really, really big. Not even humans can move it.",countries,
Suriname,"It's really, really big. Not even humans can move it.",countries,
Chile,"It's really, really big. Not even humans can move it.",countries,
Paraguay,"It's really, really big. Not even humans can move it.",countries,
Brazil,"It's really, really big. Not even humans can move it.",countries,
,,,
Venezuela,"It's really, really big. Not even humans can move it.",countries,
Peru,"It's really, really big. Not even humans can move it.",countries,
Bolivia,"It's really, really big. Not even humans can move it.",countries,
,,,
7jb. Oceania,,,
,,,
Australia,"It's really, really big. Not even humans can move it.",countries,
Kiribati,"It's really, really big. Not even humans can move it.",countries,
Samoa,"It's really, really big. Not even humans can move it.",countries,
Solomon Islands,"It's really, really big. Not even humans can move it.",countries,
Tuvalu,"It's really, really big. Not even humans can move it.",countries,
Tonga,"It's really, really big. Not even humans can move it.",countries,
Nauru,"It's really, really big. Not even humans can move it.",countries,
New Zealand,"It's really, really big. Not even humans can move it.",countries,
,,,
Vanuatu,"It's really, really big. Not even humans can move it.",countries,
Papua New Guinea,"It's really, really big. Not even humans can move it.",countries,
Palau,"It's really, really big. Not even humans can move it.",countries,
Fiji,"It's really, really big. Not even humans can move it.",countries,
Marshall Islands,"It's really, really big. Not even humans can move it.",countries,
Federated States of Micronesia,"It's really, really big. Not even humans can move it.",countries,
Antarctica,"It's really, really big. Not even humans can move it.",countries,
,,,
7jc. Eurasia,,,
,,,
Afghanistan,"It's really, really big. Not even humans can move it.",countries,
United Arab Emirates,"It's really, really big. Not even humans can move it.",countries,
Yemen,"It's really, really big. Not even humans can move it.",countries,
Israel,"It's really, really big. Not even humans can move it.",countries,
Iraq,"It's really, really big. Not even humans can move it.",countries,
Iran,"It's really, really big. Not even humans can move it.",countries,
India,"It's really, really big. Not even humans can move it.",countries,
Indonesia,"It's really, really big. Not even humans can move it.",countries,
,,,
Oman,"It's really, really big. Not even humans can move it.",countries,
Qatar,"It's really, really big. Not even humans can move it.",countries,
Cambodia,"It's really, really big. Not even humans can move it.",countries,
Cyprus,"It's really, really big. Not even humans can move it.",countries,
Kuwait,"It's really, really big. Not even humans can move it.",countries,
Saudi Arabia,"It's really, really big. Not even humans can move it.",countries,
Syria,"It's really, really big. Not even humans can move it.",countries,
Singapore,"It's really, really big. Not even humans can move it.",countries,
,,,
Sri Lanka,"It's really, really big. Not even humans can move it.",countries,
Thailand,"It's really, really big. Not even humans can move it.",countries,
Turkey,"It's really, really big. Not even humans can move it.",countries,
Nepal,"It's really, really big. Not even humans can move it.",countries,
Bahrain,"It's really, really big. Not even humans can move it.",countries,
Pakistan,"It's really, really big. Not even humans can move it.",countries,
Bangladesh,"It's really, really big. Not even humans can move it.",countries,
Philippines,"It's really, really big. Not even humans can move it.",countries,
,,,
Bhutan,"It's really, really big. Not even humans can move it.",countries,
Brunei,"It's really, really big. Not even humans can move it.",countries,
Vietnam,"It's really, really big. Not even humans can move it.",countries,
Malaysia,"It's really, really big. Not even humans can move it.",countries,
Myanmar,"It's really, really big. Not even humans can move it.",countries,
Maldives,"It's really, really big. Not even humans can move it.",countries,
Mongolia,"It's really, really big. Not even humans can move it.",countries,
Jordan,"It's really, really big. Not even humans can move it.",countries,
,,,
Laos,"It's really, really big. Not even humans can move it.",countries,
Lebanon,"It's really, really big. Not even humans can move it.",countries,
Korea,"It's really, really big. Not even humans can move it.",countries,
China,"It's really, really big. Not even humans can move it.",countries,
Japan,"It's really, really big. Not even humans can move it.",countries,
North Korea,"It's really, really big. Not even humans can move it.",countries,
East Timor,"It's really, really big. Not even humans can move it.",countries,
Iceland,"It's really, really big. Not even humans can move it.",countries,
,,,
Ireland,"It's really, really big. Not even humans can move it.",countries,
Albania,"It's really, really big. Not even humans can move it.",countries,
Andorra,"It's really, really big. Not even humans can move it.",countries,
England,"It's really, really big. Not even humans can move it.",countries,
Italy,"It's really, really big. Not even humans can move it.",countries,
Estonia,"It's really, really big. Not even humans can move it.",countries,
Austria,"It's really, really big. Not even humans can move it.",countries,
Holland,"It's really, really big. Not even humans can move it.",countries,
,,,
Greece,"It's really, really big. Not even humans can move it.",countries,
Croatia,"It's really, really big. Not even humans can move it.",countries,
San Marino,"It's really, really big. Not even humans can move it.",countries,
Switzerland,"It's really, really big. Not even humans can move it.",countries,
Sweden,"It's really, really big. Not even humans can move it.",countries,
Spain,"It's really, really big. Not even humans can move it.",countries,
Slovakia,"It's really, really big. Not even humans can move it.",countries,
Slovenia,"It's really, really big. Not even humans can move it.",countries,
,,,
Czech Republic,"It's really, really big. Not even humans can move it.",countries,
Denmark,"It's really, really big. Not even humans can move it.",countries,
Germany,"It's really, really big. Not even humans can move it.",countries,
Norway,"It's really, really big. Not even humans can move it.",countries,
Vatican,"It's really, really big. Not even humans can move it.",countries,
Hungary,"It's really, really big. Not even humans can move it.",countries,
Finland,"It's really, really big. Not even humans can move it.",countries,
France,"It's really, really big. Not even humans can move it.",countries,
,,,
Bulgaria,"It's really, really big. Not even humans can move it.",countries,
Belgium,"It's really, really big. Not even humans can move it.",countries,
Poland,"It's really, really big. Not even humans can move it.",countries,
Portugal,"It's really, really big. Not even humans can move it.",countries,
Malta,"It's really, really big. Not even humans can move it.",countries,
Monaco,"It's really, really big. Not even humans can move it.",countries,
Latvia,"It's really, really big. Not even humans can move it.",countries,
Lithuania,"It's really, really big. Not even humans can move it.",countries,
,,,
Liechtenstein,"It's really, really big. Not even humans can move it.",countries,
Luxembourg,"It's really, really big. Not even humans can move it.",countries,
Romania,"It's really, really big. Not even humans can move it.",countries,
Macedonia,"It's really, really big. Not even humans can move it.",countries,
Serbia and Montenegro,"It's really, really big. Not even humans can move it.",countries,
Bosnia and Herzegovina,"It's really, really big. Not even humans can move it.",countries,
Azerbaijan,"It's really, really big. Not even humans can move it.",countries,
Armenia,"It's really, really big. Not even humans can move it.",countries,
,,,
Ukraine,"It's really, really big. Not even humans can move it.",countries,
Uzbekistan,"It's really, really big. Not even humans can move it.",countries,
Kazakhstan,"It's really, really big. Not even humans can move it.",countries,
Kyrgyz,"It's really, really big. Not even humans can move it.",countries,
Georgia,"It's really, really big. Not even humans can move it.",countries,
Tadzhikistan,"It's really, really big. Not even humans can move it.",countries,
Turkmenistan,"It's really, really big. Not even humans can move it.",countries,
Belarus,"It's really, really big. Not even humans can move it.",countries,
,,,
Moldova,"It's really, really big. Not even humans can move it.",countries,
Russia,"It's really, really big. Not even humans can move it.",countries,
Greenland,"It's really, really big. Not even humans can move it.",countries,
Taipei,"It's really, really big. Not even humans can move it.",countries,
,,,
7jd. Africa,,,
,,,
Algeria,"It's really, really big. Not even humans can move it.",countries,
Angola,"It's really, really big. Not even humans can move it.",countries,
Uganda,"It's really, really big. Not even humans can move it.",countries,
Egypt,"It's really, really big. Not even humans can move it.",countries,
Ethiopia,"It's really, really big. Not even humans can move it.",countries,
Eritrea,"It's really, really big. Not even humans can move it.",countries,
Ghana,"It's really, really big. Not even humans can move it.",countries,
Cape Verde,"It's really, really big. Not even humans can move it.",countries,
,,,
Gabon,"It's really, really big. Not even humans can move it.",countries,
Cameroon,"It's really, really big. Not even humans can move it.",countries,
Gambia,"It's really, really big. Not even humans can move it.",countries,
Guinea,"It's really, really big. Not even humans can move it.",countries,
Guinea-Bissau,"It's really, really big. Not even humans can move it.",countries,
Kenya,"It's really, really big. Not even humans can move it.",countries,
Cote d'Ivoire,"It's really, really big. Not even humans can move it.",countries,
Comoros,"It's really, really big. Not even humans can move it.",countries,
,,,
Congo,"It's really, really big. Not even humans can move it.",countries,
Democratic Republic of the Congo,"It's really, really big. Not even humans can move it.",countries,
São Tomé and Principe,"It's really, really big. Not even humans can move it.",countries,
Zambia,"It's really, really big. Not even humans can move it.",countries,
Sierra Leone,"It's really, really big. Not even humans can move it.",countries,
Djibouti,"It's really, really big. Not even humans can move it.",countries,
Zimbabwe,"It's really, really big. Not even humans can move it.",countries,
Sudan,"It's really, really big. Not even humans can move it.",countries,
,,,
Swaziland,"It's really, really big. Not even humans can move it.",countries,
Seychelles,"It's really, really big. Not even humans can move it.",countries,
Equatorial Guinea,"It's really, really big. Not even humans can move it.",countries,
Senegal,"It's really, really big. Not even humans can move it.",countries,
Somalia,"It's really, really big. Not even humans can move it.",countries,
Tanzania,"It's really, really big. Not even humans can move it.",countries,
Chad,"It's really, really big. Not even humans can move it.",countries,
Central African Republic,"It's really, really big. Not even humans can move it.",countries,
,,,
Tunisia,"It's really, really big. Not even humans can move it.",countries,
Togo,"It's really, really big. Not even humans can move it.",countries,
Nigeria,"It's really, really big. Not even humans can move it.",countries,
Namibia,"It's really, really big. Not even humans can move it.",countries,
Niger,"It's really, really big. Not even humans can move it.",countries,
Burkina Faso,"It's really, really big. Not even humans can move it.",countries,
Burundi,"It's really, really big. Not even humans can move it.",countries,
Benin,"It's really, really big. Not even humans can move it.",countries,
,,,
Botswana,"It's really, really big. Not even humans can move it.",countries,
Madagascar,"It's really, really big. Not even humans can move it.",countries,
Malawi,"It's really, really big. Not even humans can move it.",countries,
Mali,"It's really, really big. Not even humans can move it.",countries,
South Africa,"It's really, really big. Not even humans can move it.",countries,
Mozambique,"It's really, really big. Not even humans can move it.",countries,
Mauritius,"It's really, really big. Not even humans can move it.",countries,
Mauritania,"It's really, really big. Not even humans can move it.",countries,
,,,
Morocco,"It's really, really big. Not even humans can move it.",countries,
Libya,"It's really, really big. Not even humans can move it.",countries,
Liberia,"It's really, really big. Not even humans can move it.",countries,
Rwanda,"It's really, really big. Not even humans can move it.",countries,
Lesotho,"It's really, really big. Not even humans can move it.",countries,
,,,
8a. The Ocean,,,
,,,
Sail Boat,122m6mm,alap5,
Steamboat,16m97cm4mm,afap5,
Pirate Ship,83m65cm,alap5,
Crewman,1m71cm5mm,"cowbear, alap5",
Captain,1m82cm2mm,"cowbear, alap5",
Swordfish,14m23cm,alap5,
Sperm Whale,17m80cm8mm,alap5,
Giant Sea Turtle,195m47cm2mm,alap5,
,,,
Gigantic Squid,23m92cm,alap5,
Jumbo Octopus,50m,alap5,
Gigantic Squid,239m64cm3mm,alap5,
Gigantic Octopus,240m,alap5,
Whirlpool,150m7cm9mm,alap5,
Large Whirlpool,832m42cm,afap5,
Giant Whirlpool,1688m43cm6mm,alap5,
Gigantic Octopus,2688m88cm8mm,alap5,
,,,
Gigantic Whale,2300m94cm2mm,alap5,
,,,
8b. Nature,,,
,,,
Mt. Sungan,162m41cm1mm,alap5,
Fried Rice Mountain,297m20cm6mm,alap5,
Rock,82cm3mm,underwater,
Floating Island,8m20cm4mm,"just right large, in the lake where the waterfall is",
Rocks,15m71cm,alap5,
Niagara Falls,467m1cm8mm,alap5,
Rainbow,124m24cm,clouds,
Super Huge Rainbow,1351m24cm,alap5,
,,,
Woods,45m20cm7mm,alap5,
Woods,45m20cm7mm,alap5,
Jungle,288m6mm,alap5,
Coniferous Forest,288m3cm4mm,afap5,
Winter Coniferous Forest,288m72cm,alap5,
Red Leaf Forest,288m72cm,afap5,
Yellow Leaf Forest,288m72cm,alap5,
Cherry Forest,288m72cm,alap5,
,,,
Tornado,600m,alap5,
Giant Tornado,1633m30cm3mm,alap5,
Crater,527m86cm4mm,alap5,
Death Valley,62m57cm1mm,alap5,
The Grand Canyon,563m6mm,alap5,
Fjord,260m4cm7mm,alap5,
Ayers Rock,468m77cm6mm,alap5,
Ayers Rock Hole,699m71cm2mm,alap5,
,,,
Machu Picchu Site,634m24cm6mm,alap5,
Mt. Rushmore,324m12cm4mm,alap5,
Manmade Island,311m70cm5mm,alap5,
Top Shell Island,541m93cm5mm,alap5,
Big City Ruin,243m82cm1mm,alap5,
National Road Site,558m11cm5mm,alap5,
Airport,642m64cm5mm,alap5,
Poplar Island,558m11cm5mm,alap5,
,,,
Amaryllis Island,391m51cm8mm,alap5,
Eucalyptus Island,490m33cm,alap5,
Canna Island,560m67cm,alap5,
Cheesy Island,2005m7cm7mm,alap5,
Tsunami Island,48m41cm2mm,alap5,
Thistle Island,137m25cm6mm,alap5,
Wood Sorrel Island,184m46cm4mm,alap5,
Starfish Island,194m91cm2mm,alap5,
,,,
Cockle Island,278m47cm1mm,alap5,
Lily Island,299m7cm1mm,alap5,
Begonia Island,291m22cm6mm,afap5,
Jewelweed Island,295m19cm7mm,alap5,
Udo Island,297m27cm5mm,alap5,
Dokudami Island,345m48cm,alap5,
Abalone Island,394m73cm7mm,alap5,
Staten Island,240m35cm7mm,alap5,
,,,
Bud Island,64m8mm,alap5,
Dandelion Island,92m24cm7mm,alap5,
Ivy Island,170m64cm,alap5,
Cherry Island,330m6mm,alap5,
Radish Island,558m11cm5mm,alap5,
Bristlegrass Island,490m33cm,afap5,
Pohole Island,560m67cm,alap5,
Green Island,2005m7cm7mm,alap5,
,,,
Lily Bell Island,500m6cm,alap5,
Robinson Island,391m51cm8mm,afap5,
Parsley Island,538m7mm,alap5,
Spinach Island,524m63cm9mm,alap5,
Anemone Island,490m33cm,alap5,
Anil Island,560m67cm,alap5,
Soybean Island,2005m7cm7mm,alap5,
Sunflower Island,391m51cm8mm,alap5,
,,,
Mustard Island,450m4cm7mm,alap5,
Water Lily Island,391m8cm,alap5,
Pansy Island,490m33cm,alap5,
Camellia Island,558m11cm5mm,alap5,
Plum Island,490m33cm,alap5,
Hyacinth Island,560m67cm,alap5,
Fir Island,2005m7cm7mm,alap5,
Peony Island,391m51cm8mm,alap5,
,,,
Sprout Island,524m63cm9mm,alap5,
Pea Island,558m11cm5mm,alap5,
Willow Island,500m6cm,alap5,
Fungus Island,538m7mm,alap5,
Cotton Island,524m63cm9mm,alap5,
Larch Tree Island,558m11cm5mm,alap5,
Pinky Island,500m6cm,alap5,
Chrysanthemum Island,538m7mm,alap5,
,,,
Bean Sprout Island,524m63cm9mm,alap5,
Cypress Island,92m24cm7mm,alap5,
Cosmea Island,170m64cm,alap5,
Stinky Island,321m40cm5mm,alap5,
Thorn Island,330m6mm,alap5,
Celery Island,558m11cm5mm,alap5,
Pavillon Island,490m33cm,alap5,
Psyllium Island,560m67cm,alap5,
,,,
Azalea Island,500m6cm,alap5,
Tansy Island,391m51cm8mm,alap5,
Ginkgo Island,538m7mm,alap5,
Iris Island,450m4cm7mm,alap5,
Plum Island,2005m7cm7mm,alap5,
Tulip Coast,391m51cm8mm,alap5,
Palm Tree Coast,490m33cm,afap5,
Turtle Beach,2005m7cm7mm,alap5,
,,,
Desert,300m,alap5,
Sand Dune,302m64cm3mm,alap5,
Desert,300m76cm3mm,alap5,
Huge Desert,363m27cm3mm,alap5,
Huge Desert,372m11cm,alap5,
Southern Mt.,604m55cm5mm,alap5,
Mt. Akane,604m55cm5mm,alap5,
Mt. Wasabi,604m55cm5mm,alap5,
,,,
The Alps,574m8cm6mm,alap5,
The Rockies,521m17cm,alap5,
Mt. Fuji,646m24cm,alap5,
Active Volcano,591m64cm8mm,alap5,
Large Volcano,2634m33cm,alap5,
,,,
8c. Clouds,,,
,,,
White Cloud (S),82m30cm5mm,clouds,
White Cloud (M),130m38cm6mm,clouds,
White Cloud (L),280m50cm2mm,clouds,
Cloud,200m16cm,clouds,
Rain Cloud (S),82m30cm5mm,clouds,
Rain Cloud (M),130m38cm6mm,clouds,
Rain Cloud (L),280m50cm2mm,clouds,
Storm Cloud,200m16cm,clouds,
,,,
Thunder Cloud (S),82m30cm5mm,clouds,
Thunder Cloud (M),130m38cm6mm,clouds,
Thunder Cloud (L),280m50cm2mm,clouds,
Sheep Cloud,122m66cm,clouds,
Flower Cloud,147m66cm4mm,clouds,
Kitty Cloud,294m79cm4mm,clouds,
Heart Cloud,140m61cm4mm,clouds,
Banana Cloud,150m33cm4mm,clouds,
,,,
Melon Cloud,230m30cm4mm,clouds,
Shortcake Cloud,220m70cm4mm,clouds,
Ice Cream Cloud,263m91cm2mm,clouds,
Bony Chop Cloud,288m91cm4mm,clouds,
Trumpet Cloud,434m39cm,clouds,
Car Cloud,362m52cm2mm,clouds,
Airplane Contrail,110m66cm,clouds,
Big Airplane Contrail,407m88cm2mm,clouds,
,,,
Cumulonimbus,310m10cm,clouds,
Cumulonimbus,540m8cm4mm,clouds,
Cloud Man,500m41cm,clouds,
Mt. Fuji Cloud,253m47cm8mm,alap5,
,,,
8d. Romance,,,
,,,
Hot Air Balloon,29m91cm8mm,alap5,
Pink Hot Air Balloon,59m76cm3mm,alap5,
Blue Hot Air Balloon,59m76cm3mm,alap5,
Pink Hot Air Balloon,59m76cm3mm,alap5,
Colorful Hot Air Balloon,59m76cm3mm,alap5,
European Hot Air Balloon,59m76cm3mm,clouds,
Balloon Man,2m34cm1mm,cowbear,
Busker,1m76cm3mm,alap3,
,,,
Lotto Store,7m36cm8mm,racetrack,
Treasure Chest,2m2cm1mm,friends,
Cruise Ship,249m29cm4mm,alap5,
Tsuchinoko,35cm6mm,"flowers, friends",
Mystery Creature,30m45cm6mm,alap5,
Astro Jet,296m5cm8mm,afap5,
Rocket,510m11cm5mm,alap5,
Secret Hideout,1408m76cm5mm,alap5,
,,,
Flying King,We are unsure...,alap5,
,,,
8e. Cute,,,
,,,
Duckling,25cm9mm,alap2,
Duck,88cm7mm,alap2,
Potty,87cm9mm,alap3,
Squirrel,28cm2mm,alap2,
Toy Dog,40cm8mm,"cranes, on the desks you start on (random)",
Wind-up Pig,44cm8mm,alap3,
Cymbal Monkey,46cm7mm,alap3,
Teddy Bear,44cm5mm,school,
,,,
Bunny,34cm8mm,alap2,
Koala,81cm9mm,friends,
Calico Cat,72cm6mm,alap3,
Tabby Cat,64cm2mm,alap3,
Siamese Cat,71cm9mm,alap2,
Black Cat,71cm9mm,alap2,
Tom Hoshino,72cm2mm,underwater,
Cat Statue,2m5cm3mm,friends,
,,,
Panda Mascot,91cm7mm,friends afap,
Panda,2m13cm2mm,friends,
Panda Balloon,16m77cm2mm,alap5,
,,,
8f. Livestock,,,
,,,
Mouse,11cm1mm,alap2,
Rat,17cm6mm,alap2,
Calf,1m24cm9mm,flowers,
Dairy Cow,3m19cm7mm,friends,
Cute Cow,3m19cm6mm,cowbear,
Ox,5m49cm1mm,"cowbear, 50 objects",
Cow,7m8cm8mm,"alap5, friends",
Tiger,2m73cm3mm,friends,
,,,
Rabbit,51cm8mm,alap2,
Dragon,1005m55cm5mm,alap5,
Cobra,80cm2mm,friends,
Horse,3m73cm7mm,friends afap,
White Horse,3m73cm7mm,friends,
White Sheep,1m67cm1mm,flowers,
Black Sheep,1m62cm1mm,flowers,
Monkey,84cm3mm,friends,
,,,
Chicken,89cm5mm,alap3,
Rooster Statue,1m86cm6mm,friends,
Doggy,59cm6mm,alap2,
Dog With Fleas,77cm2mm,racetrack,
Bulldog,94cm3mm,underwater,
Doberman,94cm5mm,alap3,
Husky,1m15cm7mm,friends,
Dog Statue,2m79cm1mm,friends,
,,,
Boar,1m78cm6mm,racetrack,
,,,
8g. Fierce,,,
,,,
Bear Cub,1m39cm2mm,friends,
Bear Cub Statue,1m59cm5mm,cowbear,
Polar Bear,2m80cm4mm,friends,
Big Bear,4m24cm6mm,friends,
Black Bear,3m19cm4mm,friends,
Piranha,78cm1mm,underwater,
Crocodile,4m12cm,friends,
Shark,6m10cm9mm,racetrack,
,,,
Lion,3m48cm7mm,friends,
Lion Statue,4m57cm4mm,friends,
King Kong,6m18cm7mm,friends,
,,,
8h. Aquarium,,,
,,,
Striped Fish,43cm6mm,underwater,
Carp,39cm6mm,underwater,
Snapper,43cm6mm,underwater,
Tuna,1m67cm8mm,underwater,
Salmon,69cm3mm,underwater,
Bonito,67cm1mm,underwater,
Stingray,91cm5mm,underwater,
Fish Bones,20cm3mm,underwater,
,,,
Killifish,7cm2mm,underwater,
Goldfish,12cm,underwater,
Telescope Goldfish,12cm,underwater,
Angelfish,18cm1mm,underwater,
Sea Horse,18cm6mm,underwater,
Eel,62cm5mm,underwater,
Catfish,47cm9mm,underwater,
Sunfish,1m12cm1mm,underwater,
,,,
Electric Jellyfish,78cm1mm,underwater,
Sea Anemone,55cm6mm,underwater,
Clownfish,12cm2mm,underwater,
Yellow Clownfish,12cm2mm,underwater,
Green Clownfish,12cm2mm,underwater,
Hermit Crab,10cm9mm,underwater,
Crayfish,17cm7mm,"underwater, alap1, alap2, alap3",
Small Fiddler Crab,21cm9mm,underwater,
,,,
Fiddler Crab,34cm8mm,underwater,
Blue Crab,34cm8mm,underwater,
Coconut Crab,44cm4mm,underwater,
Horseshoe Crab,50cm5mm,underwater,
Spider Crab,60cm,underwater,
Starfish,21cm1mm,underwater,
Sea Urchin,18cm2mm,underwater,
Coral,53cm1mm,underwater,
,,,
Big Coral,95cm7mm,underwater,
Coral,58cm,underwater,
Coral,1m21cm7mm,underwater,
