TEXT_ID,SPEAKER,JAPANESE,ENGLISH,FRENCH,GERMAN,ITALIAN,SPANISH
OT_OBJ_0213,,ラーメンヤ,Ramen Shop,Boutique de ramen,Ramen-Stand,Ristorante di ramen,Tienda de ramen
OT_OBJ_0214,,ツケモノ,Pickle Tub,Pot de cornichons,Einmachfass,Bidone per sottaceti,Frasco de encurtidos
OT_OBJ_0215,,テオシグルマ,Wheelbarrow,Brouette,Schubkarre,Carriola,Carretilla
OT_OBJ_0216,,マスコットパンダ,Panda Mascot,Mascotte panda,Pandamaskottchen,Mascotte panda,Disfraz de panda
OT_OBJ_0217,,トウロウ,Garden Lantern,Lanterne de jardin,Gartenlampe,Lanterna da giardino,Farolillo de jardín
OT_OBJ_0218,,クワ,Hoe,Binette,Hacke,Zappa,Azada
OT_OBJ_0219,,ショベル,Shovel,Pelle,Schaufel,Vanga,Pala
OT_OBJ_0220,,マサカリ,Axe,Hache,Axt,Ascia,Hacha
OT_OBJ_0221,,キングマトリョーショカ,Russian Doll (XL),Poupée russe (XL),Matroschkapuppe (XL),Matrioska (XL),Muñeca rusa (XL)
OT_OBJ_0222,,ワラ,Straw,Paille,Stroh,Paglia,Paja
OT_OBJ_0223,,マキ,Firewood,Bois de chauffage,Feuerholz,Legna per il fuoco,Leña
OT_OBJ_0224,,ミニフェンス,Short Fence,Petite clôture,Niedriger Zaun,Recinzione corta,Valla corta
OT_OBJ_0225,,フェンス,Fence,Clôture,Zaun,Recinzione,Valla
OT_OBJ_0226,,テスリ,Handrail,Rambarde,Geländer,Corrimano,Pasamanos
OT_OBJ_0227,,キノサク,Wooden Fence,Clôture en bois,Holzzaun,Recinzione di legno,Valla de madera
OT_OBJ_0228,,カベ,Wall (Short),Mur (petit),Kurze Mauer,Muro (corto),Muro (bajo)
OT_OBJ_0229,,ナガキノサク,Wooden Fence,Barrière en bois,Holzzaun,Recinzione di legno,Valla de madera
OT_OBJ_0230,,ヘイ,Wall (Long),Mur (long),Lange Mauer,Muro (lungo),Muro (alto)
OT_OBJ_0231,,ツルハシ,Pickaxe,Pioche,Spitzhacke,Piccone,Pico
OT_OBJ_0232,,コウジサク,Barrier,Barrière,Absperrung,Barriera,Barrera
OT_OBJ_0233,,イチゴジャム,Strawberry Jam,Confiture de fraise,Erdbeermarmelade,Marmellata di fragole,Mermelada de fresa
OT_OBJ_0234,,ウエキ,Garden Plant (M),Plante de jardin (M),Gartenpflanze (M),Pianta da giardino (M),Planta de jardín (M)
OT_OBJ_0235,,カダン,Flower Bed,Parterre de fleurs,Blumenbeet,Aiuola,Parterre de flores
OT_OBJ_0236,,シカクウエコミ,Squared Shrubbery,Massif d'arbustes,Geschnittene Büsche,Cespuglio quadrato,Seto
OT_OBJ_0237,,フロシキヅツミ,Bundle,Furoshiki,Bündel,Furoshiki,Fardo
OT_OBJ_0238,,フタバ,Garden Pot,Pot,Pflanzenkübel,Vaso da giardino,Jardinera
OT_OBJ_0239,,ポスト,Mailbox,Boîte aux lettres,Briefkasten,Buca delle lettere,Buzón de correos
OT_OBJ_0240,,パンジー,Pansies,Pensées,Stiefmütterchen,Viole del pensiero,Pensamientos
OT_OBJ_0241,,チュウシャキンシ,No Parking Sign,Stationnement interdit,Parkverbotsschild,Parcheggio vietato,Prohibido aparcar
OT_OBJ_0242,,ガイトウ,Lamp Post,Réverbère,Lampenmast,Palo della luce,Farola
OT_OBJ_0243,,プレハブ,Prefab House,Maison préfabriquée,Fertighaus,Prefabbricato,Casa prefabricada
OT_OBJ_0244,,カーポート,Carport,Auvent,Carport,Tettoia,Marquesina
OT_OBJ_0245,,キバコ,Wooden Box,Caisse en bois,Holzkiste,Scatola di legno,Caja de madera
OT_OBJ_0246,,ヤマダ家,Yamada Residence,Résidence Yamada,Haus der Yamadas,Casa Yamada,Residencia Yamada
OT_OBJ_0247,,ハヤシ家,Hayashi Residence,Résidence Hayashi,Haus der Hayashis,Casa Hayashi,Residencia Hayashi
OT_OBJ_0248,,ナカタ家,Nakata Residence,Résidence Nakata,Haus der Nakatas,Casa Nakata,Residencia Nakata
OT_OBJ_0249,,キド家,Kido Residence,Résidence Nakata,Haus der Kidos,Casa Kido,Residencia Kido
OT_OBJ_0250,,デンワボックス,Phone Booth,Cabine téléphonique,Telefonzelle,Cabina telefonica,Cabina telefónica
OT_OBJ_0251,,モトキ家,Motoki Residence,Résidence Motoki,Haus der Motokis,Casa Motoki,Residencia Motoki
OT_OBJ_0252,,ガイロジュ,Small Tree,Petit arbre,Kleiner Baum,Piccolo albero,Arbolito
OT_OBJ_0253,,コニシ家,Konishi Residence,Résidence Konishi,Haus der Konishis,Casa Konishi,Residencia Konishi
OT_OBJ_0254,,デンチュウ,Telephone Pole,Poteau téléphonique,Telefonmast,Palo del telefono,Poste de teléfono
OT_OBJ_0255,,ミヤモト家,Wada Residence,Résidence Wada,Haus der Wadas,Casa Wada,Residencia Wada
OT_OBJ_0256,,デンチュウ,Telephone Pole,Poteau téléphonique,Telefonmast,Palo del telefono,Poste de teléfono
OT_OBJ_0257,,デンセン,Power Line (50m),Ligne électrique 50 m,Stromkabel (50m),Elettrodotto (50 m),Cable eléctrico (50 m)
OT_OBJ_0258,,デンセン,Power Line (20m),Ligne électrique 20 m,Stromkabel (20m),Elettrodotto (20 m),Cable eléctrico (20 m)
OT_OBJ_0259,,ダミーヒット０４,Mousetrap,Piège à souris,Mausefalle,Trappola per topi,Ratonera
OT_OBJ_0260,,ケーキヤ,Cake Shop,Pâtisserie,Bäcker,Pasticceria,Pastelería
OT_OBJ_0261,,ケーキカンバン,Cake Shop Sign,Panneau de pâtisserie,Bäckerschild,Insegna pasticceria,Letrero de pastelería
OT_OBJ_0262,,ヤシ,Palm Tree,Palmier,Palme,Palma,Palmera
OT_OBJ_0263,,ノウカ,Farmhouse,Ferme,Bauernhaus,Fattoria,Caserío
OT_OBJ_0264,,ドンブリ,Chinese Bowl,Bol chinois,Suppenschüssel,Ciotola orientale,Cuenco chino
OT_OBJ_0265,,クジウリバ,Lotto Store,Boutique de loto,Lottostand,Ricevitoria,Administración lotería
OT_OBJ_0266,,クジノボリ,Lottery Sign,Panneau de loto,Lottoschild,Insegna ricevitoria,Letrero admin. lotería
OT_OBJ_0267,,ロードショーコウコク,Cinema Marquee,Marquise de cinéma,Kinoleuchtreklame,Locandina,Marquesina de cine
OT_OBJ_0268,,イッキュウカセン,Quail River Sign,Panneau Rivière Caille,Wachtelflussschild,Cartello fiume Quaglia,Letrero Río Codorniz
OT_OBJ_0269,,ホドウキョウ,Pedestrian Bridge,Pont piéton,Fußgängerbrücke,Ponte pedonale,Puente para peatones
OT_OBJ_0270,,バステイ,Bus Stop,Arrêt de bus,Bushaltestelle,Fermata dell'autobus,Parada de autobús
OT_OBJ_0271,,アーチ,Shop. Center Arch,Entrée c. commercial,Tor zum Einkaufscenter,Arcata centro commer.,Arco centro comercial
OT_OBJ_0272,,ゴキブリハウス,Roach Motel,Piège à cafards,Kakerlakenmotel,Trappola per scarafaggi,Trampa anticucarachas
OT_OBJ_0273,,テント,Camping Tent,Tente de camping,Zelt,Tenda da campeggio,Tienda de campaña
OT_OBJ_0274,,ラクセキ,Falling Rock,Chute d'un rocher,Fallender Stein,Roccia cadente,Desprendimiento
OT_OBJ_0275,,ハナビセット,Fireworks,Feux d'artifice,Feuerwerk,Fuochi d'artificio,Fuegos artificiales
OT_OBJ_0276,,カドマツ,Pine Decoration,Sapin décoratif,Tannenbaumschmuck,Pino decorato,Pino decorativo
OT_OBJ_0277,,ジュモク,Regular Tree,Arbre normal,Baum,Albero normale,Árbol normal
OT_OBJ_0278,,タイボク,Big Tree,Gros arbre,Großer Baum,Albero grande,Árbol grande
OT_OBJ_0279,,サク,Gardening Fence,Clôture de jardin,Gartenzaun,Recinzione da giardino,Valla de jardín
OT_OBJ_0280,,パーキングカンバン,Parking Lot Sign,Panneau de parking,Parkplatzschild,Insegna parcheggio,Letrero aparcamiento
OT_OBJ_0281,,コウバンカンバン,Local Police Sign,Panneau de police,Polizeiwachenschild,Insegna staz. polizia,Letrero de comisaría
OT_OBJ_0282,,ジコホウコク,Accident Notice,Attention accident,Unfallstatistik,Avviso di incidenti,Aviso de accidentes
OT_OBJ_0283,,コドモコーン,Kiddie Pylon,Cône pour enfant,Minikegel,Cono piccolo,Cono pequeño
OT_OBJ_0284,,サンカクコーン,Triangle Pylon,Cône triangulaire,Dreieckskegel,Cono triangolare,Cono triangular
OT_OBJ_0285,,プチコーン,Mini Pylon,Mini-cône,Kleiner Kegel,Mini cono,Minicono
OT_OBJ_0286,,ハスハッパ,Lotus Leaf,Feuille de lotus,Lotusblatt,Foglia di loto,Hoja de loto
OT_OBJ_0287,,デカハスハッパ,Giant Lotus Leaf,Feuille de lotus géant,Riesiges Lotusblatt,Grande foglia di loto,Hoja de loto gigante
OT_OBJ_0288,,ハス,Lotus,Lotus,Lotus,Loto,Loto
OT_OBJ_0289,,シマシマザカナ,Striped Fish,Poisson rayé,Gestreifter Fisch,Pesce striato,Pez rayado
OT_OBJ_0290,,オマワリサン,Policeman,Policier,Polizeiwachtmeister,Poliziotto,Policía
OT_OBJ_0291,,,,,,,
OT_OBJ_0292,,ボンサイ,Bonsai,Bonsaï,Bonsai,Bonsai,Bonsái
OT_OBJ_0293,,アンナイバン,Town Map,Carte de la ville,Stadtkarte,Mappa cittadina,Mapa de la ciudad
OT_OBJ_0294,,デミセ,Street Stall,Étal de rue,Straßenstand,Bancarella,Tenderete
OT_OBJ_0295,,ゲンザイチ,You Are Here,« Vous êtes ici »,Sie sind hier.,Tu sei qui,Usted está aquí
OT_OBJ_0296,,タバコヤ,Corner Store,Magasin du coin,Eckladen,Drogheria,Colmado
OT_OBJ_0297,,アドバルーン,Advertising Balloon,Ballon publicitaire,Werbeballon,Pallone pubblicitario,Globo publicitario
OT_OBJ_0298,,イドポンプ,Well Pump,Pompe à eau,Wasserpumpe,Pompa da pozzo,Bomba de pozo
OT_OBJ_0299,,オミコシ,Mikoshi,Mikoshi,Göttersänfte,Mikoshi,Mikoshi
OT_OBJ_0300,,ニンギョヒメ,Mermaid,Sirène,Meerjungfrau,Sirena,Sirena
OT_OBJ_0301,,カトリセンコウ,Mosquito Coil,Spirale anti-moustique,Moskitospirale,Zampirone,Espiral antimosquitos
OT_OBJ_0302,,カ,Mosquito,Moustique,Mücke,Zanzara,Mosquito
OT_OBJ_0303,,ソファー,Sofa,Fauteuil,Sofa,Poltrona,Sofá
OT_OBJ_0304,,キョウタイ,Arcade Machine,Machine d'arcade,Spielhallenautomat,Cabinato,Máquina recreativa
OT_OBJ_0305,,ゲタ,Geta,Geta,Holzsandalen,Geta,Geta
OT_OBJ_0306,,ゴムナガ,Rubber Boot,Botte en caoutchouc,Gummistiefel,Stivale di gomma,Bota de agua
OT_OBJ_0307,,コドモナガグツ,Kid's Boot,Botte pour enfant,Kinderschuhe,Stivale per bambini,Bota para niños
OT_OBJ_0308,,ゴミシュウシュウシャ,Garbage Truck,Camion à ordures,Müllwagen,Camion dei rifiuti,Camión de la basura
OT_OBJ_0309,,コウジフェンス,Construction Fence,Barrière de constr.,Bauzaun,Recinzione da cantiere,Valla de obras
OT_OBJ_0310,,トラック,Truck,Camion,Lastwagen,Camion,Camión
OT_OBJ_0311,,ロセンバス,Bus,Bus,Bus,Autobus,Autobús
OT_OBJ_0312,,コイノボリ,Carp Streamer,Banderole de carpe,Karpfenfahne,Palo per carpe,Banderola de koinobori
OT_OBJ_0313,,マゴイ,Magoi,Magoi,Schwarzer Karpfendrache,Magoi,Magoi
OT_OBJ_0314,,ヒゴイ,Higoi,Higoi,Roter Karpfendrache,Higoi,Higoi
OT_OBJ_0315,,コドモゴイ,Kogoi,Kogoi,Blauer Karpfendrache,Kogoi,Kogoi
OT_OBJ_0316,,フキナガシ,Fukinagashi,Fukinagashi,Karpfendrache,Fukinagashi,Fukinagashi
OT_OBJ_0317,,ヨロコビ,Spirit of Joy,Esprit de joie,Geist der Freude,Spirito di gioia,Espíritu de la alegría
OT_OBJ_0318,,ベンチ,Plastic Bench,Banc en plastique,Plastikbank,Panchina di plastica,Banco de plástico
OT_OBJ_0319,,グローブジャングル,Globe Jungle Gym,Jeu d'extérieur globe,Rotierendes Klettergerüst,Arrampicatoio rotondo,Globo trepador
OT_OBJ_0320,,シーソー,See-saw,Bascule,Wippe,Altalena basculante,Balancín
OT_OBJ_0321,,ジャングルジム,Jungle Gym,Jeu d'extérieur,Dschungel-Klettergerüst,Arrampicatoio,Trepador
OT_OBJ_0322,,スベリダイ,Slide,Toboggan,Rutsche,Scivolo,Tobogán
OT_OBJ_0323,,オコタ,Kotatsu,Kotatsu,Kotatsu-Heiztisch,Kotatsu,Mesa kotatsu
OT_OBJ_0324,,ゴミ,Garbage,Ordures,Müll,Spazzatura,Basura
OT_OBJ_0325,,サーフボード,Surfboard,Planche de surf,Surfbrett,Tavola da surf,Tabla de surf
OT_OBJ_0326,,ザブトン,Seat Cushion,Coussin,Sitzkissen,Cuscino,Cojín para sentarse
OT_OBJ_0327,,シチリン,Clay Stove,Four en argile,Lehmofen,Fornelletto di creta,Horno de arcilla
OT_OBJ_0328,,サンリンシャ,Tricycle,Tricycle,Dreirad,Triciclo,Triciclo
OT_OBJ_0329,,コドモサンリンシャ,Kid's Tricycle,Tricycle pour enfant,Kinderdreirad,Triciclo per bambini,Triciclo de juguete
OT_OBJ_0330,,ショウベンコゾウ,Manneken Pis,Manneken Pis,Manneken Pis,Manneken Pis,Manneken Pis
OT_OBJ_0331,,セキユストーブ,Kerosene Stove,Poêle à kérosène,Petroleumofen,Stufa al cherosene,Estufa de queroseno
OT_OBJ_0332,,セキヒ,Monument,Monument,Denkmal,Monumento,Monumento
OT_OBJ_0333,,オモカジ,Ship's Wheel,Barre de bateau,Steuerrad,Timone,Timón
OT_OBJ_0334,,スイドウ,Water Tap,Robinet d'eau,Wasserhahn,Fontanella,Fuente
OT_OBJ_0335,,ダルマ,Daruma,Daruma,Daruma-Puppe,Daruma,Daruma
OT_OBJ_0336,,チキュウギ,Globe,Globe,Globus,Mappamondo,Globo terráqueo
OT_OBJ_0337,,チョウチン,Paper Lantern,Lanterne en papier,Papierlaterne,Lanterna di carta,Farolillo de papel
OT_OBJ_0338,,テンタイボウエンキョウ,Telescope,Télescope,Teleskop,Telescopio,Telescopio
OT_OBJ_0339,,ユウボクテント,Teepee,Tipi,Tipi,Tipi,Tipi
OT_OBJ_0340,,トロフィー,Trophy,Trophée,Trophäe,Trofeo,Trofeo
OT_OBJ_0341,,アツリョクナベ,Pressure Cooker,Cocotte-minute,Druckkochtopf,Pentola a pressione,Olla a presión
OT_OBJ_0342,,シャブシャブナベ,Shabu-Shabu Pot,Casserole Shabu-Shabu,Shabu-Shabu-Feuertopf,Pentola da shabu-shabu,Fondue chino
OT_OBJ_0343,,ピザバイク,Pizza Delivery Bike,Vélo livreur de pizza,Pizzalieferantenrad,Bici consegna pizze,Moto repartidor pizza
OT_OBJ_0344,,デマエバイク,Food Delivery Bike,Vélo livr. nourriture,Essenslieferantenrad,Bici consegna cibo,Moto repartidor comida
OT_OBJ_0345,,パチンコダイ,Pachinko Machine,Machine de Pachinko,Pachinko-Automat,Pachinko,Máquina de pachinko
OT_OBJ_0346,,パチンコダマ,Pachinko Ball,Bille de Pachinko,Pachinko-Kugel,Pallina per pachinko,Bolita de pachinko
OT_OBJ_0347,,ビールケース,Drink Crate,Caisse à bouteilles,Getränkekiste,Cassa di bevande,Caja de botellas
OT_OBJ_0348,,ピクニックセット,Picnic Basket,Panier de pique-nique,Picknickkorb,Cesto da picnic,Cesta de picnic
OT_OBJ_0349,,ゴング,Gong,Gong,Gong,Gong,Gong
OT_OBJ_0350,,プロレスリング,Wrestling Ring,Ring de catch,Wrestling-Ring,Ring da wrestling,Cuadrilátero
OT_OBJ_0351,,ピン,Bowling Pin,Quille,Kegel,Birillo da bowling,Bolo
OT_OBJ_0352,,ライオン像,Lion Statue,Statue de lion,Löwenstatue,Statua di leone,Estatua de león
OT_OBJ_0353,,ユビワケース,Ring Box,Écrin,Ringschatulle,Scatolina per anelli,Estuche para anillos
OT_OBJ_0354,,ユキダルマ,Snowman,Bonhomme de neige,Schneemann,Pupazzo di neve,Muñeco de nieve
OT_OBJ_0355,,ランタン,Lantern,Lanterne,Laterne,Lanterna,Farolillo
OT_OBJ_0356,,ワダイコ,Taiko Drum,Tambour Taiko,Taiko-Trommel,Tamburo taiko,Tambor taiko
OT_OBJ_0357,,カンイトイレ,Port-A-Potty,Toilettes portatives,Mobile Toilettenkabine,Bagno chimico,Urinario portátil
OT_OBJ_0358,,スクーター,Scooter,Scooter,Motorroller,Scooter,Escúter
OT_OBJ_0359,,ハナビ,Sparkler,Cierge magique,Wunderkerze,Stellina,Bengala
OT_OBJ_0360,,フキダシハナビ,Roman Candle,Bougie romaine,Römische Fackel,Candela romana,Candela romana
OT_OBJ_0361,,ホテルカンバン,Hotel Sign,Enseigne d'hôtel,Hotelschild,Insegna albergo,Letrero de hotel
OT_OBJ_0362,,エザラ,Novelty Plate,Assiette décorative,Bemalter Teller,Piatto da esposizione,Plato decorativo
OT_OBJ_0363,,ジャンボーマン,Jumboman Figure,Figurine de Jumboman,Jumboman-Figur,Statuetta di Jumboman,Muñeco de Jumboman
OT_OBJ_0364,,ヤジロベエ,Balancing Toy,Jouet qui se balance,Balancierspielzeug,Piccolo equilibrista,Tentetieso
OT_OBJ_0365,,リハツテンカンバン,Barbershop Sign,Enseigne de barbier,Friseurschild,Insegna barbiere,Letrero de barbería
OT_OBJ_0366,,オカモチ,Food Delivery Box,Boîte livr. nourriture,Essenslieferkiste,Scat. cibo a domicilio,Caja de reparto
OT_OBJ_0367,,ミニカンムリ,Tin Crown,Couronne d'étain,Blechkrone,Corona di latta,Corona de hojalata
OT_OBJ_0368,,ススキ,Pampas Grass,Herbe de la Pampa,Pampagras,Piuma della pampa,Hierba de las Pampas
OT_OBJ_0369,,リュウ,Dragon Statue,Statue de dragon,Drachenstatue,Statua di drago,Estatua de dragón
OT_OBJ_0370,,ラジカセ,Boombox,Radiocassette,Ghettoblaster,Stereo portatile,Radiocasete
OT_OBJ_0371,,ホンカンバン,Bookstore Sign,Enseigne de librairie,Buchhandlungsschild,Insegna libreria,Letrero de librería
OT_OBJ_0372,,ヤッキョクカンバン,Drugstore Sign,Enseigne de pharmacie,Drogerieschild,Insegna farmacia,Letrero de farmacia
OT_OBJ_0373,,ステレオ,Stereo,Chaîne stéréo,Radio,Stereo,Estéreo
OT_OBJ_0374,,ホドウクイ,Sidewalk Marker,Barrière de ville,Gehwegabgrenzung,Barriera da marciap.,Valla protectora
OT_OBJ_0375,,ロケット,Rocket,Fusée,Rakete,Razzo,Cohete
OT_OBJ_0376,,ゴウカキャクセン,Cruise Ship,Bateau de croisière,Kreuzfahrtschiff,Nave da crociera,Crucero
OT_OBJ_0377,,タワー,Tower,Tour,Turm,Torre,Rascacielos
OT_OBJ_0378,,ヒコウキ,Airplane,Avion,Flugzeug,Aeroplano,Avión
OT_OBJ_0379,,カンランシャ,Ferris Wheel,Grande roue,Riesenrad,Ruota panoramica,Noria
OT_OBJ_0380,,セキユタンク,Oil Tank,Réservoir d'essence,Öltank,Cisterna di petrolio,Bidón de gasolina
OT_OBJ_0381,,クモ,Cloud,Nuage,Wolke,Nuvola,Nube
OT_OBJ_0382,,,,,,,
OT_OBJ_0383,,キンギョビル,Goldfish Building,Bâtiment poisson rouge,Goldfischhaus,Palazzo Pescerosso,Edificio Pececito
OT_OBJ_0384,,ウナギビル,Eel Building,Bâtiment anguille,Aalhaus,Palazzo Anguilla,Edificio Anguila
OT_OBJ_0385,,ツインマンボウビル,Sunfish Building,Bâtiment crapet,Sonnenfischhaus,Palazzo Pesceluna,Edificio Pez Luna
OT_OBJ_0386,,ジンコウエイセイ,Satellite,Satellite,Satellit,Satellite,Satélite
OT_OBJ_0387,,ラップ,Plastic Wrap,Emballage plastique,Plastikverpackung,Pellicola,Film transparente
OT_OBJ_0388,,センザイ,Detergent,Détergent,Waschmittel,Detergente,Detergente
OT_OBJ_0389,,ティッシュセット,Tissues (5 pack),Mouchoirs (5 boîtes),5er-Pack Rotzfahnen\n,Fazzoletti (5),Clínex (5 unidades)
OT_OBJ_0390,,ティッシュ,Tissue Box,Boîte à mouchoirs,Taschentuchbox,Scatola di fazzoletti,Caja de clínex
OT_OBJ_0391,,ペーパー６パック,Toilet Paper,Papier toilette,Toilettenpapier,Carta igienica,Papel higiénico
OT_OBJ_0392,,トイレットペーパー,Toilet Paper,Papier toilette,Toilettenpapier,Carta igienica,Papel higiénico
OT_OBJ_0393,,フグリョウリテン,Blowfish Restaurant,Restaurant tétrodon,Kugelfischrestaurant,Ristorante pesce palla,Restaurante Pez Globo
OT_OBJ_0394,,スーパートラフグ,Blowfish Ad Balloon,Ballon pub. Tétrondon,Kugelfisch-Werbeballon,Palloncino pesce palla,Globo Pez Globo
OT_OBJ_0395,,クイホウダイノボリ,All You Can Eat,« À volonté »,Essen nach Ermessen,All You Can Eat,Bufé libre
OT_OBJ_0396,,ノボリ,On Sale Banner,Bannière « Soldes »,Sonderangebot-Plakat,"Striscione ""Saldi""","Cartel ""Rebajas"""
OT_OBJ_0397,,カワカンバン,No Swimming Sign,« Baignade interdite »,Schwimmverbotsschild,Vietato nuotare,Prohibido bañarse
OT_OBJ_0398,,ザイス,Legless Chair,Chaise sans pied,Hängestuhl,Sedia senza gambe,Silla sin patas
OT_OBJ_0399,,ティッシュ,Tissues,Mouchoirs,Tücher,Fazzoletti,Clínex
OT_OBJ_0400,,テルテルボウズ,Teruterubozu,Teruterubozu,"Scheine, scheine Mönch",Teruterubozu,Teru-teru-bozu
OT_OBJ_0401,,オイルヒーター,Oil Heater,Radiateur à huile,Ölheizung,Radiatore ad olio,Estufa de aceite
OT_OBJ_0402,,ターミナル,Airport Terminal,Terminal d'aéroport,Flughafenterminal,Terminal aeroportuale,Terminal aeropuerto
OT_OBJ_0403,,カンセイトウ,Control Tower,Tour de contrôle,Flughafenkontrollturm,Torre di controllo,Torre de control
OT_OBJ_0404,,オヒツ,Rice Container,Boîte de riz,Reisbehälter,Contenitore di riso,Recipiente de arroz
OT_OBJ_0405,,ハチ,Sweets Container,Boîte à bonbons,Süßigkeitenschale,Contenitore di dolcetti,Recipiente de chuches
OT_OBJ_0406,,クッキーカン,Cookie Tin,Boîte à cookies,Keksdose,Scatola di biscotti,Lata de galletas
OT_OBJ_0407,,オオカンムリ,Big Crown,Grande couronne,Große Krone,Corona grande,Corona grande
OT_OBJ_0408,,キングカンムリ,Royal Crown,Couronne royale,Königskrone,Corona regale,Corona real
OT_OBJ_0409,,カビン,Vase,Vase,Vase,Vaso,Jarrón
OT_OBJ_0410,,キンコ,Safe,Coffre-fort,Safe,Cassaforte,Caja fuerte
OT_OBJ_0411,,スモールコーン,Small Pylon,Petit cône,Kleiner Kegel,Cono basso,Cono pequeño
OT_OBJ_0412,,ドウブツスリッパ,Bunny Slipper,Chausson lapin,Häschenschuhe,Pantofola coniglietto,Pantufla de conejo
OT_OBJ_0413,,カワグツ,Leather Shoe,Chaussure en cuir,Lederschuhe,Scarpa di cuoio,Zapato de piel
OT_OBJ_0414,,サンダル,Sandal,Sandale,Sandalen,Sandalo,Sandalia
OT_OBJ_0415,,ズック,Kid's Shoe,Chaussure pour enfant,Kinderschuhe,Scarpa da bimbo,Zapato para niños
OT_OBJ_0416,,スリッパ,Slipper,Chausson,Pantoffeln,Pantofola,Pantufla
OT_OBJ_0417,,ハイヒール,Pumps,Escarpin,Pumps,Scarpe con tacco,Tacones
OT_OBJ_0418,,スニーカー,Sneaker,Basket,Turnschuhe,Scarpe da ginnastica,Zapatilla
OT_OBJ_0419,,モンスタートラック,Monster Truck,Monster Truck,Monstertruck,Monster Truck,Camión monstruo
OT_OBJ_0420,,ネジ,Short Screw,Petite vis,Kurze Schraube,Vite corta,Tornillo corto
OT_OBJ_0421,,ネジ,Long Screw,Grande vis,Lange Schraube,Vite lunga,Tornillo largo
OT_OBJ_0422,,クレーンシャ,Crane,Grue,Kran,Gru,Grúa
OT_OBJ_0423,,シツガイキ,AC Condenser,Climatiseur,Luftkompressor,Condensatore,Aire acondicionado
OT_OBJ_0424,,ウチュウセンター,Space Center,Centre spatial,Weltraumzentrum,Centro spaziale,Centro Espacial
OT_OBJ_0425,,ブルドーザー,Bulldozer,Bulldozer,Planierraupe,Bulldozer,Buldócer
OT_OBJ_0426,,バーカンバン,Shop Sign,Enseigne de boutique,Ladenschild,Insegna negozio,Letrero de tienda
OT_OBJ_0427,,ビックリスイカ,Big Watermelon,Grosse pastèque,Große Wassermelone,Anguria grande,Sandía grande
OT_OBJ_0428,,ロードローラー,Steamroller,Rouleau compresseur,Walze,Schiacciasassi,Apisonadora
OT_OBJ_0429,,マッチバコ,Matchbox,Boîte d'allumettes,Streichholzschachtel,Scatola di fiammiferi,Caja de cerillas
OT_OBJ_0430,,ハイシャカンバン,Dentist Sign,Plaque de dentiste,Zahnarztschild,Insegna dentista,Letrero de dentista
OT_OBJ_0431,,マヨネーズ,Mayonnaise,Mayonnaise,Mayonnaise,Maionese,Mayonesa
OT_OBJ_0432,,キョダイスイカ,Giant Watermelon,Pastèque géante,Riesige Wassermelone,Anguria gigante,Sandía gigante
OT_OBJ_0433,,ドリルセンシャ,Driller,Foreuse,Bohrer,Trivella,Tuneladora
OT_OBJ_0434,,ヨット,Sailboat,Bateau à voile,Segelboot,Barca a vela,Velero
OT_OBJ_0435,,ゾクバイク,Chopper 1,Chopper 1,Motorrad 1,Chopper 1,Chopper 1
OT_OBJ_0436,,ゾクバイク,Chopper 2,Chopper 2,Motorrad 2,Chopper 2,Chopper 2
OT_OBJ_0437,,ショウギバン,Shogi Table,Table de Shogi,Shogi-Tisch,Tavola da shogi,Mesa de shogi
OT_OBJ_0438,,オウショウ,Ousho,Ousho,König,Ousho,Ousho
OT_OBJ_0439,,ギョクショウ,Gyokusho,Gyokusho,Juwelengeneral,Gyokusho,Gyokusho
OT_OBJ_0440,,ヒシャ,Hisha,Hisha,Streitwagen,Hisha,Hisha
OT_OBJ_0441,,カクギョウ,Kakugyo,Kakugyo,Läufer,Kakugyo,Kakugyo
OT_OBJ_0442,,キンショウ,Kinsho,Kinsho,Goldener General,Kinsho,Kinsho
OT_OBJ_0443,,ギンショウ,Ginsho,Ginsho,Silberner General,Ginsho,Ginsho
OT_OBJ_0444,,ケイマ,Keima,Keima,Springer,Keima,Keima
OT_OBJ_0445,,キョウシャ,Kyousha,Kyousha,Lanze,Kyousha,Kyousha
OT_OBJ_0446,,フ,Fu,Fu,Soldat,Fu,Fu
OT_OBJ_0447,,ジョシランドセル,Girl's Backpack,Sac à dos de fille,Mädchenrucksack,Zaino da ragazza,Mochila de niña
OT_OBJ_0448,,ダンシランドセル,Boy's Backpack,Sac à dos de garçon,Jungenrucksack,Zaino da ragazzo,Mochila de niño
OT_OBJ_0449,,ヘルスメーター,Healthmeter,Pèse-personne,Körperwaage,Pesapersone,Balanza
OT_OBJ_0450,,カイシャカンバン,Company Sign,Enseigne d'entreprise,Firmenschild,Insegna compagnia,Letrero de empresa
OT_OBJ_0451,,フンスイライオン,Lion Fountain,Fontaine lion,Löwenspringbrunnen,Fontana del leone,Fuente de león
OT_OBJ_0452,,ライオンハンド,Lion Paw,Patte de lion,Löwentatze,Zampa di leone,Pata de león
OT_OBJ_0453,,サッカーゴール,Soccer Goal,Cage de football,Fußballtor,Porta da calcio,Portería de fútbol
OT_OBJ_0454,,カデンダンボール,Cardboard Carton,Boîte en carton,Pappkarton,Cartone,Caja de cartón
