englishName,monoNameIndex,pickupSize,volume,volumeRate,pickupVolumePenalty,pickupVolume,alpha,price,sort,targetCode,targetCount,parentCode,category,categoryForRank,size,isRare,semi,ride,scissor,shadow,unit,catchCountType,cowType,scream,anim,dummyHit,roll,noCrash,human,escape,matrixType,goldStar,voidMdl,wndDispPrio,diResultSnap,diThrough,thin,countStyle,creator,version
Royal Present,2999,1000,0,1,0.8000000119,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,19,0,0,49408,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Royal Present,3000,1000,0,1,0.8000000119,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,19,0,0,49408,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Mini Cone,3001,200,2.62E-06,1,0.009999999776,0.00000002621438339,1,0,31,0,1,0,39,39,1,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Over 20cm,3002,200,1.81E-06,1,0.009999999776,0.00000001814819785,1,0,61,0,1,0,62,62,1,0,1,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Small Cone,3003,500,4.16E-05,1,0.009999999776,0.0000004161407467,1,0,32,0,1,0,39,39,3,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Over 50cm,3004,500,2.84E-05,1,0.009999999776,0.0000002835656169,1,0,62,0,1,0,62,62,3,0,1,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Big Cone,3005,3000,0.008847355843,1,0.009999999776,0.00008847355645,1,0,34,0,1,0,39,39,5,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Over 3m,3006,3000,0.006125017069,1,0.009999999776,0.00006125016932,1,0,63,0,1,0,62,62,5,0,1,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Surprise Cone,3007,12000,0.5662307739,1,0.009999999776,0.005662307613,1,0,35,0,1,0,39,39,6,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Over 12m,3008,12000,0.3920010924,1,0.009999999776,0.003920010837,1,0,64,0,1,0,62,62,6,0,1,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American Cone,3009,60000,70.77883911,1,0.009999999776,0.7077883753,1,0,36,0,1,0,39,39,7,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Over 60m,3010,60000,49.00013733,1,0.009999999776,0.4900013623,1,0,65,0,1,0,62,62,7,0,1,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Triangle Cone,3011,1500,0,1,0.009999999776,0,1,0,9999,0,1,0,0,39,4,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Over 1.5m,3012,1500,0,1,0.009999999776,0,1,0,74,0,1,0,0,0,4,0,1,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Petit Cone,3013,100,0,1,0.009999999776,0,1,0,31,0,1,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Over 10cm,3014,100,0,1,0.009999999776,0,1,0,71,0,1,0,0,0,1,0,1,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jumbo Cone,3015,25000,0,1,0.009999999776,0,1,0,37,0,1,0,0,0,7,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Over 5m,3016,25000,0,1,0.009999999776,0,1,0,76,0,1,0,0,0,7,0,1,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oasis,3017,201341,519614.2813,1,0.6000000238,311768.5811,1,0,40,0,1,0,6,6,7,0,0,0,0,0,19,1,0,58112,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pyramid,3018,58314,15312.5,1,0.5,7656.25,1,0,33,0,1,0,87,87,7,1,0,0,0,0,19,1,0,38400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Big Pyramid,3019,103048,122500,1,0.5,61250,1,0,33,0,1,0,87,87,7,1,0,0,0,0,19,1,0,38400,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nazca Line,3020,96904,180.5690918,1,10,1805.690918,1,0,50,0,1,0,87,87,7,1,0,0,0,0,9,1,0,43264,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nazca Line,3021,78105,72.94621277,1,10,729.4621277,1,0,50,0,1,0,87,87,7,1,0,0,0,0,9,1,0,43264,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nazca Line,3022,93674,109.3804321,1,10,1093.804321,1,0,50,0,1,0,87,87,7,1,0,0,0,0,9,1,0,43264,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Mystery Key,3023,78000,8778.737305,1,0.8000000119,7022.989948,1,0,30,0,1,0,41,41,7,1,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Mystery UFO,3024,98000,19498.05469,1,0.6000000238,11698.83328,1,0,30,0,1,0,41,41,7,1,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Mystery Sun,3025,104000,23693.38867,1,0.8000000119,18954.71122,1,0,30,0,1,0,41,41,7,1,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
UFO,3026,60000,896.9078979,1,0.400000006,358.7631645,1,0,66,0,1,0,66,66,7,0,0,1,1,0,14,1,0,43520,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Machu Picchu,3027,190485,823650.25,1,0.6000000238,494190.1696,1,0,50,0,1,0,87,87,7,1,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Believe Town,3028,58906,9075.149414,1,0.5,4537.574707,1,0,11,0,6,0,60,60,7,0,0,0,0,0,12,1,0,30208,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C'mon Town,3029,57887,9746.445313,1,0.6000000238,5847.86742,1,0,12,0,6,0,60,60,7,0,0,0,0,0,12,1,0,30208,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hello Town,3030,57008,14523.73926,1,0.8000000119,11618.99158,1,0,13,0,6,0,60,60,7,0,0,0,0,0,12,1,0,30208,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,3031,1000,0,1,0.8000000119,0,1,0,9999,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,3032,1000,0,1,0.8000000119,0,1,0,9999,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grove,3033,45207,706703.5625,1,0.8000000119,565362.8584,1,0,20,0,7,0,64,64,7,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Woods,3034,45207,5553.847656,1,0.6000000238,3332.308726,1,0,20,0,7,0,64,64,7,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mystery Sun Island,3035,558115,14653154,1,0.8000000119,11722523.37,1,0,30,0,1,0,41,41,8,1,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mystery UFO Island,3036,558115,14653154,1,0.8000000119,11722523.37,1,0,30,0,1,0,41,41,8,1,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mystery Key Island,3037,558115,14653154,1,0.8000000119,11722523.37,1,0,40,0,1,0,41,41,8,1,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Machu Picchu Site,3038,634246,6828422.5,1,0.200000003,1365684.52,1,0,41,0,1,0,64,64,8,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marguerite,3039,300,0.000695202616,1,0.25,0.000173800654,1,0,17,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Dandelions,3040,300,0.0006920543383,1,0.349999994,0.0002422190143,1,0,14,0,3,0,27,27,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Pansy (Yellow),3041,300,0.0007028366672,1,0.5199999809,0.0003654750535,1,0,21,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Pansy (White),3042,300,0.0007028366672,1,0.5199999809,0.0003654750535,1,0,22,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Pansy (Red),3043,300,0.0007028366672,1,0.5199999809,0.0003654750535,1,0,23,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Pansy (Blue),3044,300,0.0007028366672,1,0.5199999809,0.0003654750535,1,0,24,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Kale (Purple),3045,750,0.005516451783,1,0.1800000072,0.0009929613605,1,0,63,0,1,0,27,27,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Kale,3046,750,0.005516451783,1,0.1800000072,0.0009929613605,1,0,64,0,1,0,27,27,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Mini Tree,3047,2047,0.5215511918,1,0.8000000119,0.4172409597,1,0,14,0,1,0,63,63,5,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bush,3048,2038,0.4889963567,1,0.6000000238,0.2933978257,1,0,15,0,1,0,63,63,5,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Venus Fly Trap,3049,987,0.06978140026,1,0.5,0.03489070013,1,0,33,0,1,0,63,63,4,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Pitcher Plant,3050,910,0.05091795325,1,0.8000000119,0.04073436321,1,0,34,0,1,0,63,63,4,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Huge Hibiscus,3051,1000,0.2855430543,1,0.8000000119,0.2284344469,1,0,28,0,1,0,27,27,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Azalea (Pink),3052,400,0.001253848313,1,0.25,0.0003134620783,1,0,45,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Azalea (Purple),3053,400,0.001253848313,1,0.25,0.0003134620783,1,0,46,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Iris (Blue),3054,500,0.002457967028,1,0.1400000006,0.0003441153854,1,0,47,0,1,0,27,27,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Iris (Red),3055,500,0.002457967028,1,0.1400000006,0.0003441153854,1,0,48,0,1,0,27,27,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Narcissus,3056,400,0.001275336952,1,0.349999994,0.0004463679256,1,0,51,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Hydrangea (Red),3057,570,0.003040313255,1,0.2599999905,0.0007904814173,1,0,54,0,1,0,27,27,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Hydrangea,3058,570,0.003040313255,1,0.2599999905,0.0007904814173,1,0,55,0,1,0,27,27,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Hibiscus,3059,400,0.001255860552,1,0.09499999881,0.000119306751,1,0,26,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Hibiscus (Yellow),3060,400,0.001255860552,1,0.09499999881,0.000119306751,1,0,27,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Lily Bell,3061,300,0.0007047695108,1,0.8000000119,0.000563815617,1,0,52,0,3,0,27,27,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Big Lily Bell,3062,500,0.002622462343,1,0.349999994,0.0009178618046,1,0,53,0,1,0,27,27,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Peony (Red),3063,400,0.001261299825,1,0.3059999943,0.0003859577393,1,0,60,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Peony (Pink),3064,400,0.001261299825,1,0.3059999943,0.0003859577393,1,0,61,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Peony Bud (White),3065,400,0.001261299825,1,0.3059999943,0.0003859577393,1,0,62,0,1,0,27,27,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Peony Bud (White),3066,400,0.001261742553,1,1.860000014,0.002346841166,1,0,9999,0,1,0,0,27,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Lotus Bud,3067,802,0.002652814612,1,1.532999992,0.00406676478,1,0,9999,0,1,0,0,27,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Surprise Flower,3068,1158,0.07210674882,1,0.400000006,0.02884269996,1,0,76,0,1,0,27,27,4,0,0,1,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Cactus Flower,3069,1104,0.1114109233,1,0.3000000119,0.03342327832,1,0,58,0,1,0,27,27,4,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
America,3070,1000,0,1,0.8000000119,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
Oceania,3071,1000,0,1,0.8000000119,0,1,0,20,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
Eurasia,3072,1000,0,1,0.8000000119,0,1,0,30,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
Africa,3073,1000,0,1,0.8000000119,0,1,0,40,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
Countries,3074,1000,0,1,0.8000000119,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
Cherry Blossom Tree,3075,9312,25.40716743,1,0.400000006,10.16286713,1,0,41,0,1,0,63,63,6,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Violet Tree,3076,9312,25.40716743,1,0.400000006,10.16286713,1,0,41,0,1,0,63,63,6,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Peach Tree,3077,11548,66.466362,1,0.400000006,26.5865452,1,0,41,0,1,0,63,63,6,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heartful Tree,3078,11548,66.466362,1,0.400000006,26.5865452,1,0,41,0,1,0,63,63,6,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Purple Tree,3079,11548,224.3239746,1,0.400000006,89.72959118,1,0,41,0,1,0,63,63,6,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wide Tree,3080,27320,196.6581573,1,0.6000000238,117.9948991,1,0,41,0,1,0,63,63,7,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Butterfly Tree,3081,20405,169.0253601,1,0.6000000238,101.4152201,1,0,41,0,1,0,63,63,7,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Leafy Arch,3082,3327,1.771248698,1,0.8000000119,1.41699898,1,0,27,0,1,0,58,58,12,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chrysanthemum Party,3083,300,0.003694490297,1,0.200000003,0.0007388980704,1,0,43,0,3,0,27,27,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Chrysanthemums,3084,300,0.003694490297,1,0.200000003,0.0007388980704,1,0,44,0,3,0,27,27,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Cosmea,3085,300,0.003694490297,1,0.200000003,0.0007388980704,1,0,12,0,3,0,27,27,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
Purple Tree,3086,2040,0.6905142069,1,0.8000000119,0.5524113737,1,0,37,0,1,0,63,63,5,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pink Tree,3087,2040,0.6905142069,1,0.8000000119,0.5524113737,1,0,37,0,1,0,63,63,5,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heartful Tree,3088,2040,0.6905142069,1,0.8000000119,0.5524113737,1,0,37,0,1,0,63,63,5,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sea Breeze Town,3089,295325,1061388.875,1,0.8000000119,849111.1127,1,0,20,0,9,0,60,60,7,0,0,0,0,0,18,1,0,31488,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eel City,3090,295972,1045924.125,1,0.8000000119,836739.3125,1,0,20,0,9,0,60,60,7,0,0,0,0,0,18,1,0,31488,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scallop City,3091,273641,668396.4375,1,0.8000000119,534717.158,1,0,20,0,9,0,60,60,7,0,0,0,0,0,18,1,0,31488,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Plankton City,3092,296551,3227922.5,1,0.8000000119,2582338.038,1,0,20,0,9,0,60,60,7,0,0,0,0,0,18,1,0,31488,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fish City,3093,275478,1061388.875,1,0.8000000119,849111.1127,1,0,30,0,9,0,60,60,7,0,0,0,0,0,18,1,0,31488,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Splash City,3094,296688,673816.4375,1,0.8000000119,539053.158,1,0,30,0,9,0,60,60,7,0,0,0,0,0,18,1,0,31488,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Penguin City,3095,283010,1052786.625,1,0.8000000119,842229.3126,1,0,30,0,9,0,60,60,7,0,0,0,0,0,18,1,0,31488,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jungle,3096,288006,894094.8125,1,0.400000006,357637.9303,1,0,20,0,50,0,64,64,7,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Coniferous Forest,3097,288034,518211.2188,1,0.6000000238,310926.7436,1,0,20,0,50,0,64,64,7,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Winter Coniferous Forest,3098,288720,484051.5938,1,0.8000000119,387241.2808,1,0,20,0,50,0,64,64,7,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red Leaf Forest,3099,288720,483084.7188,1,0.8000000119,386467.7808,1,0,20,0,50,0,64,64,7,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yellow Leaf Forest,3100,288720,143136.2031,1,0.8000000119,114508.9642,1,0,20,0,50,0,64,64,7,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cherry Forest,3101,288720,1145089.625,1,0.8000000119,916071.7137,1,0,20,0,50,0,64,64,7,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Space Center,3102,308723,2187455.25,1,0.6000000238,1312473.202,1,0,57,0,1,0,56,56,8,1,0,0,0,0,15,1,0,43776,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Astro Jet,3103,296058,2231604.5,1,0.5,1115802.25,1,0,26,0,1,0,68,68,7,1,0,0,0,0,14,1,0,20224,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Burial Mound ',3104,523488,44085448,1,0.6000000238,26451269.85,1,0,70,0,1,0,87,87,8,1,0,0,0,0,19,1,0,41728,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Monas,3105,999999,88518928,1,0.6000000238,53111358.91,1,0,61,0,1,0,87,87,8,1,0,0,0,0,6,1,0,39424,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Active Volcano,3106,591648,16650253,1,0.200000003,3330050.65,1,0,144,0,1,0,64,64,8,0,0,0,0,0,19,1,0,56064,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Secret Hideout,3107,1408765,101821304,1,0.200000003,20364261.1,1,0,9999,0,1,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cathedral,3108,888888,46288072,1,0.400000006,18515229.08,1,0,32,0,1,0,87,87,8,1,0,0,0,0,11,1,0,38144,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Celery Island,3109,558115,3663288.5,1,0.200000003,732657.7109,1,0,116,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Azalea Island,3110,500060,2997502.75,1,0.200000003,599500.5589,1,0,121,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tsukushi Island,3111,538007,3252983.25,1,0.200000003,650596.6597,1,0,123,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tsukushi Island,3112,524639,0,1,0.200000003,0,1,0,60,0,1,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Radish Island,3113,558115,3663288.5,1,0.200000003,732657.7109,1,0,75,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lily Bell Island,3114,500060,2997503.75,1,0.200000003,599500.7589,1,0,81,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Parsley Island,3115,538007,3252983.25,1,0.200000003,650596.6597,1,0,83,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spinach Island,3116,524639,2384151.25,1,0.200000003,476830.2571,1,0,84,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pea Island,3117,558115,3663288.5,1,0.200000003,732657.7109,1,0,102,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Willow Island,3118,500060,2997503.75,1,0.200000003,599500.7589,1,0,102,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fungus Island,3119,538007,3252983.25,1,0.200000003,650596.6597,1,0,102,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cotton Island,3120,524639,2384151.25,1,0.200000003,476830.2571,1,0,102,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Larch Tree Island,3121,558115,3663288.5,1,0.200000003,732657.7109,1,0,106,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pinky Island,3122,500060,2997503.75,1,0.200000003,599500.7589,1,0,106,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chrysanthemum Island,3123,538007,3252983.25,1,0.200000003,650596.6597,1,0,106,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bean Sprout Island,3124,524639,2384151.25,1,0.200000003,476830.2571,1,0,111,0,1,0,64,64,8,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
National Road Site,3125,558115,3663288,1,0.200000003,732657.6109,1,0,46,0,1,0,64,64,8,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sand Dune,3126,302643,1197194,1,0.8000000119,957755.2143,1,0,132,0,1,0,64,64,8,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Desert,3127,300763,1047544.5,1,0.8000000119,838035.6125,1,0,133,0,1,0,64,64,8,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Huge Desert,3128,363273,1950506,1,0.5,975253,1,0,134,0,1,0,64,64,8,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mega Dunes,3129,372110,2229150.5,1,0.5,1114575.25,1,0,135,0,1,0,64,64,8,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Desert,3130,300000,1047544.5,1,0.8000000119,838035.6125,1,0,131,0,1,0,64,64,7,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bud Island,3131,64008,13325.48633,1,0.6000000238,7995.292115,1,0,71,0,1,0,64,64,7,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dandelion Island,3132,92247,53617.28125,1,0.3000000119,16085.18501,1,0,71,0,1,0,64,64,7,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cypress Island,3133,92247,53617.28125,1,0.3000000119,16085.18501,1,0,112,0,1,0,64,64,7,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cosmea Island,3134,170640,281212.5,1,0.6000000238,168727.5067,1,0,112,0,1,0,64,64,7,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
